comments,ratings
"Biggish lasting brownish offwhite head. Hazy amber body with vigourous carbonation. Vinuous yoghurty lingonberry aroma with soft phenolic plastic notes. Dry-acidic metallic lingonberry taste with herbal raspberry notes. Thinnish body. Sharpish mouthfeel. Dry-acidic lingonberry and herbs aftertaste with wooden notes. Interesting, unusual, and fairly good, but not great. Not a gimmick beer, though. The alcohol is well hidden. &#40;0.5l bottle, Olympen, Oslo. Batch #337.&#41;",14
"Medium beige head. Lovely reddish coppery body. Fruity earthy malty roasty aroma, impressively harmonic, with grassy hoppy cinnamon notes. Dry-sweetish earthy roasty malty taste with caramelly notes. Mild, smoothish mouthfeel. Mid-bodied. Dry earthy toffeeish aftertaste with grassy metallic notes. Very nice, highly drinkable. &#40;0.5l bottle from some Kiel supermarket.&#41;",13
"Medium offwhite head. Coppery body with very light carbonation. Harmonic roasty metallic grass and earth aroma with pea notes. Dry-sweetish floral earthy grassy taste with toffee notes. Fullish body. Mild, clean mouthfeel. Dry floral dusty caramel aftertaste with grainy strawy notes. Very nice, and highly drinkable. &#40;0.5l bottle from some Kiel supermarket.&#41;",14
"Huge shiny offwhite lasting head. Hazy yellow body with slow bubbles. Harmonic honey, fruit, pepper, and grass aroma with mealy spicy rubbery coriander notes. Dry-sweetish grassy honey and fruit taste with mealy peppery coriander notes. Sharpish, hot mouthfeel. Mid-bodied. Slightly heavier palate than one would wish for in a Belgian trippel. Dry herbal fruity honey aftertaste with metallic grassy notes. Very nice. Full of flavour, yet balanced. One of the more successful non-Belgian Belgians. &#40;0.5l bottle, Olympen, Oslo. Batch #414.&#41;",15
"Small brown head. Black body. Alcoholic syrupy toffee aroma with chocolate notes. Intense dry-sweet alcoholic citric fruity roasty chalky taste with resiny notes. Sharp, hot mouthfeel from the alcohol. Dry chocolatey citric aftertaste with peppery notes. The citrus doesn't entirely fit with the other tastes. Not bad, though. &#40;Oslo beer junta tasting.&#41;",14
"Biggish dark brown head. Opaque black body. Leather and unidentifiable fruit &#40;kiwi?&#41; in the aroma. Dryish kiwi raspberry and roasty wooden taste with minty licorice notes. Mid-bodied. Mild mouthfeel. Dry metallic roasty raspberry aftertaste. Very nice, and wildly unusual, yet drinkable. &#40;Oslo beer junta tasting.&#41;",15
"Small brown head. Dark brown body. Vinuous herbal roasty aroma with eucalyptus notes. Dry-acidic intense spicy eucalyptus taste with roasty wild berry notes. Disharmonic. Dry-acidic chocolate and wild berry taste with eucalyptus notes. Decent, but tastes clash. &#40;Oslo beer junta tasting.&#41;",12
Medium brown head. Dark brown body barely translucent at edges. Alcoholic fruity minty aroma with roasty notes. Dry-sweetish salty licorice and roasty tar taste. Round and smooth mouthfeel with alcohol heat. Dry-acidic minty burnt wood and oak aftertaste. Excellent&#033; &#40;Oslo beer junta tasting.&#41;,17
Biggish brownish head. Brownish body. Earthy papery bubblegum aroma with alcoholic vinuous notes. Sweetish yeasty licorice fruity strawberry taste. Mid-bodied. Soft mouthfeel. Dryish mild strawberry juice aftertaste with yeast notes. &#40;0.5l bottle. 2006 edition.&#41;,13
Small pinkish head. Hazy pink-purple body. Intense funky barnyard aroma with vinegary fruit notes. Dry-sour taste with sweetish wooden metallic cherry notes. Intensely astringent and source. Sourness lingers. Surprisingly drinkable. &#40;Oslo beer junta rating. Need to rerate.&#41;,14
Small white head. Yellow body. Tropical fruit and strawy malty aroma. Dry-sweetish tropical fruit and chalk taste with citric notes. Mid-bodied. Smooth mouthfeel. Dry honey and resin aftertaste with wooden citric notes. Excellent drinkable IPA. &#40;Oslo beer junta tasting. Need to rerate.&#41;,14
"Medium offwhite head. Hazy amber body. Resiny tropical fruit aroma with wooden notes. Dry-sweetish resiny fruity hop taste, surprisingly mild. Chalky mouthfeel. Nice, drinkable, subdued. &#40;Oslo beer junta tasting. Need to rerate.&#41;",14
"Medium white head. Pale yellow body. Aroma mild right away, then floral citric. Dry citric floral taste with resiny notes. Thinnish body. Dry floral resiny citric aftertaste. Very nice and drinkable. More complex than expected from a single-hop beer. &#40;Oslo beer junta tasting.&#41;",14
"Small offwhite head. Hazy amber body. Light herbal funky aroma with alcohol notes. Dry-sweetish intensely fruity pineapple taste with soft funky metal notes. Mid-bodied. Sharpish, chalky notes. Dry metallic fruity resiny aftertaste with funky herbal notes. Very good. &#40;Oslo beer junta tasting.&#41;",15
"Small white head. Hazy dark brown body. Herbal licorice bubblegum and eucalyptus aroma with chocolate notes. Dry-sweetish chocolatey toffee and marzipan taste with earthy alcohol notes. Hot, yet mild and rounded mouthfeel. Dry wooden alcohol and chocolate aftertaste. Nice, mild, drinkable. &#40;Oslo beer junta tasting.&#41;",15
"Small white head. Hazy brownish red body. Wooden funky barnyard aroma with vinegary peppery herbal notes. Dry-acidic peppery herbal vinegary taste with wooden metallic notes. Light, delicate, harmonic. Thin-bodied. Sharp mouthfeel. Dry-acidic peppery vinegar herbal aftertaste. Nice, interesting, balanced, fairly drinkable. &#40;Oslo beer junta tasting.&#41;",14
"Medium brown head. Dark red body. Intense malty raisiny caramelly aroma with toffee, alcohol, mint, and resin notes. Sweet-dry syrupy roasty chocolate wood and raisins taste with roasty malt notes. Full body. Smooth, yet sharpish mouthfeel. Dry bitter dark chocolate aftertaste. Excellent&#033; &#40;0.655l bottle at Oslo beer junta tasting.&#41;",16
"Medium brownish head. Hazy dark red brown body. Papery syrupy malty aroma with caramel and alcohol notes. Dryish-sweet raisiny licorice and soy taste with alcohol and paper notes, with some vanilla and roasty chocolate. Rounded smooth mouthfeel with alcohol heat. Fullish body. Dry chocolate and vanilla aftertaste with wooden notes. Was told this was perhaps a bit past its prime at 3-4 years of age. &#40;0.655l bottle, Oslo beer junta tasting.&#41;",15
"Medium offwhite head. Hazy dark brown body. Peppery spicy herbal Belgian yeast aroma with caramel notes. Delicious and harmonic. Dry roasty papery peppery taste with herbal notes. Mid-bodied. Sweetish. Chalky. Dry resiny herbal aftertaste. Nice and drinkable. &#40;0.75l bottle, Oslo beer junta tasting.&#41;",14
"Medium white head. Hazy yellow body. Grain, wood, and metal aroma with citric apple barnyard notes. Dry-sour metallic wooden taste with green apple notes. Sharp mouthfeel. Thinnish body. Clean palate. Dry-sour metallic citric apple aftertaste with vinegary barnyard notes. There seems to be surprisingly much sweetness in here, too. Outstanding harmony and clarity to the flavour. Really love it. &#40;0.75l bottle, Oslo beer junta tasting. Rated 2008 vintage again in 2012.&#41;",17
Small white head. Hazy yellow body. Can smell citric aromas even before the glass reaches me. Citric mango and grapefruit aroma with resiny caramel notes. Dry-sweetish honey resiny caramel taste with grapefruit notes. Mid-bodied. Dry resiny wooden aftertaste with peppery notes. Very nice and drinkable. &#40;At Oslo beer junta tasting.&#41;,15
"Medium white head. Hazy golden body. Herbal Belgian yeast aroma with peppery notes. Mildly funky. Dry-sweetish-acidic herbal peppery taste with vinegary fruity notes. Mid-bodied. Peppery, spicy hot mouthfeel. Dry-acidic funky herbal aftertaste. Nice&#033; &#40;0.5l bottle, shared by KnutAlbert.&#41;",13
"Thin brown head. Red-brown body. Vinuous plummy caramel aroma with wooden alcoholic notes. Dry-swetish-acidic caramelly papery wooden taste. Tart. Thin body. Sharp mouthfeel. Dry-acidic cherry wooden aftertaste. Nice, if perhaps a bit too old &#40;2000 vintage&#41;. &#40;0.5l bottle bought so long ago I no longer know where.&#41;",14
"Small white head. Chestnut brown body. Caramelly roasty almonds aroma with watery notes. Dry-sweetish peas and caramel taste with roasty chocolate notes. Mid-bodied. Dryish aftertaste with chocolate and peas notes. Nice, mild, unremarkable. &#40;0.5l bottle from wine shop in Svendborg, Denmark.&#41;",13
"Medium white head. Muddy white body. Herbal spicy funky aroma, delicate and harmonic, with rosemary notes. Dry-acidic metallic peppery herbal taste. Mid-bodied. Mild, clean mouthfeel. Dry-acidic wooden peppery taste. Very light and delicate, maybe even too delicate. &#40;0.75l bottle, Oslo beer junta tasting.&#41;",13
Small white coarseish head. Muddy brown body. Caramelly hoppy vinegary aroma. Dry-acidic caramelly wooden metallic taste with fruity wild berry notes. Mid-to-thin body. Sharpish mouthfeel. Dry astringent acidic aftertaste with wooden vinegar notes. Too acidic for me. &#40;0.75l bottle at Oslo beer junta tasting.&#41;,12
"Medium offwhite head. Deep golden body. Light buttery minty aroma with sugary notes. Dry-sweetish sugary grainy straw taste with minty salty notes. Mid-to-thin body. Dryish minty straw aftertaste with papery earthy notes. Not really very enjoyable. &#40;0.33l bottle, Jacob's, Oslo.&#41;",8
"Medium brown head. Nearly opaque black body. Roasty earthy chocolatey aroma with pine needle and vinegar notes. Dry roasty chocolatey taste with resiny vinegar notes. Mid-bodied. Mild mouthfeel. Dry roasty chocolatey aftertaste with fain vinegar notes. Not bad, but too mild and vinegary for me. Kind of odd. &#40;0.2l taster at Øl & Mat '09, Oslo.&#41;",12
"Medium white head. Hazy opaque deep yellow body. Mild fruity spicy aroma. Dryish milky ashy taste with spicy grassy notes. Mid-bodied. Mild mouthfeel. Dry spicy grassy aftertaste with mild banana notes. Quite nice, and very drinkable, but a bit boring. &#40;0.2l taster, Øl & Mat '09, Oslo.&#41;",12
"Medium white head. Hazy brown body. Faint rye crisp bread aroma with roasty notes. Dry roasty dusty rye taste with chocolatey earthy notes. Mid-bodied. Clean mouthfeel. Dry roasty floral earthy aftertaste. Quite nice, if a bit unusual. &#40;0.2l taster, Øl & Mat '09, Oslo.&#41;",13
"Medium coarseish white head disappears completely. Yellow body. Rubbery, grainy aroma with watery metallic notes. Dry watery papery taste. Thin, sharp, unclean mouthfeel. Harsh bitter aftertaste with salty notes. Hardly any taste, and yet it's unpleasant. Yuk. &#40;0.33l bottle @ Øl & Mat '09, Oslo.&#41;",6
"Medium offwhite head. Amber body. Fruity floral resiny aroma with grassy straw notes. Very harmonic and clean. Dry-sweet resiny floral grassy taste with strawy fruity honey notes. Mid-bodied. Mild mouthfeel. Dry strawy grassy aftertaste. Very nice. Mild and easy to drink. Girlfriend-approved, too. &#40;0.2l taster at Øl & Mat '09, Oslo.&#41;",14
"Medium white head. Amber body. Light fruity honeyish aroma with floral notes. Dry-sweetish fruity strawy taste with grassy resiny hop notes. Mid-bodied. Slightly fizzy mouthfeel. Dry grainy grassy aftertaste with alcohol and flower notes. Bitterness a bit harsh. Quite nice and very drinkable. Girlfriend-approved, too. &#40;0.2l taster at Øl & Mat '09, Oslo.&#41;",12
"Small beige-brown head. Nearly opaque black body goes translucent red at edges. Roasty chocolatey aroma with milky earthy strawberry jam notes. Dry-sweetish earthy roasty dusty taste with chocolatey notes and faintly acidic tinge. Mid-to-thin body. Fizzy mouthfeel. Dry earthy roasty metallic aftertaste with musty, vinegary notes. Not bad, but seems faintly infected. Could use more hops. &#40;0.2l taster, Øl & Mat '09, Oslo.&#41;",11
"Medium offwhite head. Perfect deep amber body. Light, delicate peppery vanilla aroma with floral metallic notes. Dry-acidic floral vinegary taste with metallic notes. Mid-bodied. Mild mouthfeel. Dry floral vinegary earthy afertaste. Very nice and highly interesting. A unique beer. &#40;Taster at Dr. Jekyll's, Oslo.&#41;",15
"Medium offwhite head. Perfect amber body. Earthy floral vanilla aroma, very subtle and harmonic. Dryish-sweetish roasty chocolatey earthy fruity taste with dusty notes. Mid-bodied. Mild, rounded mouthfeel. Dry salty floral earthy aftertaste with chocolate notes. Vanilla notes linger. Nice&#033; &#40;Taster at Dr. Jekyll's, Oslo.&#41;",14
"Small white head. Deep yellow body. Perfumy fruit floral aroma. Dryish perfumy vanilla and flowers taste with papery notes. Mid-bodied. Low fizz. Very clean palate. Mild dry hoppy aftertaste. Not very flavourful. Quite nice, but very mild, almost bland. &#40;Taster at Dr. Jekyll's, Oslo.&#41;",13
"Biggish brown lasting head. Opaque black body goes dark brown at edges. Chocolatey toffee aroma with earthy caramelly malty rasiny notes. Very harmonic. Dry-sweetish salty smoky roasty chocolate taste with salmiak licorice notes. Mid-bodied. Very harmonic. Smooth, mild mouthfeel. Perhaps a tad watery. Dry salty chocolate and earth aftertaste. Very nice and dangerously drinkable. Could use slightly more body and hops. &#40;0.33l bottle, Olympen, Oslo.&#41;",15
"Small white head. Yellow body with carbonation. Mild straw and rubber aroma with faint sulphury notes. Dry mealy straw taste with rubbery notes. Mid-bodied. Dusty mouthfeel. Dry dusty straw aftertaste with dandelion notes. Surprisingly dry. Clean and fairly fresh. Not bad. &#40;0.33l bottle, Ekebergrestauranten, Oslo.&#41;",10
"Big white head. Hazy amberish brown body. Strong dusty straw and caramel aroma, very harmonic. Dry-sweetish roasty dusty straw taste with caramel notes. Dust, edgy mouthfeel. Mid-to-full body. Dry meaty fruity aftertaste with paper notes. Chalky. Not bad, but flawed. Probably better when colder. &#40;0.33l bottle, from some supermarket in Kiel.&#41;",11
"Biggish very white lasting creamy head. Chestnut brown body. Meaty linoleum aroma. Dryish-sweetish caramelly meaty taste with nutty notes. Mild mouthfeel. Mid-bodied. Dryish nutty roasted almonds and plastic aftertaste. Lacks bitterness and character, plus some off tastes, and not a lot of on tastes. Did not enjoy very much. &#40;0.5l can, Tesco's, London.&#41;",8
"Big white lasting head. Yellow body. Light rubbery aroma with fruity notes. Dry fruity grassy rubbery taste with honey and strawberry notes. Thinnish body. Sharpish, dusty mouthfeel. Dry metallic rubbery aftertaste with fruit notes. Long, clean dry edge throughout gives the beer character. Not the most powerful beer, but quite drinkable and somewhat interesting. &#40;0.5l bottle, from some supermarket in Kiel.&#41;",12
"Big white head. Hazy yellow body. Fruity strawberry and honey aroma with floral notes, very harmonic Dryish papery strawberry and honey taste with milky notes. Mid-to-thin body. Faintly oily chalky mouthfeel. Dry herbal milky wheaty aftertaste. Aroma is nice, but the beer itself is a bit too neutral. Light and drinkable, though. &#40;0.75l bottle, wine monopoly.&#41;",12
"Medium yellowish beige head. Dark red body. Faint alcohol aroma, otherwise nothing, which is quite an achievement. Dryish-sweetish earthy wooden malty taste with perfumy peppery notes. Mid-to-full body. Dry roasty caramel and paper aftertaste with toffee and wood notes. Spicy. A bit subdued, but with some subtlety to make up for it. &#40;0.5l bottle brought by Stine from CPH.&#41;",13
"Medium yellowish beige head doesn't last. Dark red body. Roasty syrupy malty aroma with roasted almonds, raisins, earth, and licorice notes. Dryish roasty licorice taste with soy and earth notes. Mid-to-light body. Mild, light mouthfeel. Dry chocolatey soy aftertaste with wooden papery notes. Nice&#033; Tastes old, so has presumably been aged a bit. &#40;0.5l bought by Stine in CPH.&#41;",14
"Biggish white lasting head. Hazy opaque reddish orange body. Wooden banana aroma with roasty lacquer notes. Dry-sweetish delicate roasty earthy banana taste with peppery herbal milky notes. Mid-to-full body. Mild, soft mouthfeel. Dry delicate wooden grassy peppery aftertaste with dried fruit notes. Very nice. One of the most interesting weizens I've had, yet delicate and easy to drink. &#40;0.5l bottle from some supermarket in Kiel.&#41;",14
"Big shiny coarseish very white head. Pale yellow body. Faint grassy peppery aroma. Dry papery straw taste with dusty vegetable notes. Mid-bodied. Dryish mealy cardboard aftertaste. Did not enjoy. In fact, not even easy to drink. &#40;0.5l can, Jakob's, Oslo.&#41;",6
"Biggish white head doesn't last. Pale yellow body with light carbonation. Watery mealy apple aroma with perfumy notes. Dryish watery mealy apple taste with straw notes. Thinnish body. Watery dusty mouthfeel. Dryish watery metallic aftertaste. As lite beers go it's not bad, but too watery. &#40;0.5l can, Jakob's, Oslo.&#41;",9
"Medium white head. Hazy deep yellow body with vigourous carbonation. Light fruity aroma, very neutral. Dryish fruity milky taste, flat and neutral. Mid-bodied. Dry watery mealy aftertaste with grassy notes. Decent, but very neutral and boring for a Belgian. &#40;0.33l bottle, Beer Palace, Oslo.&#41;",11
"Medium fine-laced white shiny head. Hazy opaque orangey body. Fruity floral aroma with orangey herbal Belgian yeast notes. Clean and harmonic. Dry-acidic lemony floral taste with funky barnyard notes. Thinnish body. Clean, sharpish mouthfeel. Dry-acidic floral funky aftertaste with barnyard notes. Weird, interesting, and quite good. &#40;0.33l bottle, Beer Palace, Oslo.&#41;",13
"Medium white head. Hazy red-brown body. Roasty chocolatey cinnamon aroma with meaty notes. Dry roasty peppery straw taste with grassy cinnamon notes. Fullish body. Sharpish mouthfeel. Dry papery meaty aftertaste with herbal notes. Not bad, but marred by a meaty/herbal side taste. &#40;0.5l bottle, Fenaknoken. Marked 082BRL.&#41;",12
"Small offwhite head. Deep dark ruby red body. Light toffeeish fruity aroma with sugary yoghurty wild berry notes. Dry roasty licorice taste with earthy toffee and almond notes. Mid-bodied. Mild, dusty mouthfeel. Dryish yoghurty roasty wooden aftertaste with spicy notes. Overall quite dry. Feels a bit more like a lager than a dubbel, but is not bad. Much better when not cold. &#40;0.33l bottle, Beer Palace, Oslo.&#41;",13
"Biggish white lasting head. Yellow body with fast carbonation. Floral malty aroma with fruity grassy peppery notes. Dryish malty grainy taste with corn and soy notes. Mid-bodied. Clean, fresh palate. Faintly oily mouthfeel. Dry grassy corn and malts aftertaste with metallic notes. An excellent pale lager. &#40;0.5l bottle, some supermarket in Kiel.&#41;",12
"Big beige lasting head. Hazy dark brown body with carbonation. Fruity floral earthy aroma with roasty medicinal notes. Dry roasty soy and medicine taste with chocolatey earthy notes.  Mid-to-thin body. Dry roasty metallic aftertaste with earthy floral notes. Very nice. Drinkable, yet complex. &#40;0.5l bottle, Centra, Oslo.&#41;",13
"Medium offwhite lasting head. Amber body with light carbonation. Fruity floral resiny wooden aroma with chocolate notes. Dry resiny pine needle hop taste with roasty caramel notes. Earthy with faint peas and raisins. Mid-bodied. Sharpish mouthfeel. Mid-to-thin body. Dry roasty floral caramel aftertaste with peppery hoppy notes. Very nice and highly drinkable. &#40;0.5l bottle, Centra, Oslo.&#41;",13
"Biggish white lasting head. Yellow body with carbonation. Mealy corn and grain aroma with papery notes. Dryish papery malty taste with corn and vegetable notes. Thinnish body. Harshish mouthfeel. Unclean palate. Dryish corn and vegetable aftertaste with unclean grain notes. Not really drinkable. Drainpour. &#40;0.33l bottle, Centra, Oslo.&#41;",7
"Biggish dark brown head. Opaque black body goes dark red at edges. Intense milky chocolate and toffee aroma with smoky roasty licorice notes. Dry-sweetish nutty chocolate nougat taste with smoky toffee and licorice notes. Fullish body. Smooth, mild mouthfeel. Complex, clean, and harmonic palate. Bitterish smoky chocolate and licorice aftertaste with salty tar notes. Some marzipan, too. Excellent&#033; Drinkable, interesting, complex, harmonic, and just plain outstandingly good&#033; &#40;0.33l bottle, Olympen.&#41;",17
"Medium offwhite shiny lasting head. Amber body with carbonation. Dusty straw and fruit hop aroma with floral notes. Light, harmonic, and yet full of flavour. Dry-sweetish golden floral taste with faint acidic tinge. Mid-bodied. Dusty mouthfeel. Dry fruity floral aftertaste with grain notes. Unusual, nice, and imperfect. Suspect this bottle is not in perfect form. Will rerate. &#40;0.33l bottle, Olympen, Oslo.&#41;",13
"Big light beige shiny head. Hazy reddish brown body. Tropical fruit hop aroma with milky resiny notes. Sharp dry citric roasty tropical fruit taste with medicinal dusty notes. Some strawberry. Mid-bodied. Sharp, clean mouthfeel. Bitter roasty resiny aftertaste with cough syrup and flower notes. Very nice. Full of flavour, yet highly drinkable. &#40;0.65l bottle, Olympen, Oslo.&#41;",14
"Medium very white shiny head. Yellow body with carbonation. Light buttery malty aroma with sugary grassy notes. Dryish grassy buttery straw and caramel taste with salty notes. Mid-bodied. Smoothish mouthfeel. Dryish boiled vegetable and wet cardboard aftertaste. Weird. Starts out decent, then goes awful in the aftertaste. Drainpour. &#40;0.33l bottle, Rema 1000.&#41;",7
"Biggish yellowish beige head. Dark red translucent body. Burnt earthy milky licorice aroma with toffee and straw notes, quite harmonic. Dry-sweetish roasty earthy metallic licorice taste with chocolatey notes. Mid-bodied. Slightly watery mouthfeel. Dry roasty licorice and straw aftertaste. Quite nice, but a tad too watery. Would be great unfiltered. &#40;0.5l bottle, Meny, Oslo.&#41;",12
"Medium offwhite head doesn't last. Dark red translucent body. Intense spicy gingery cinnamon licorice aroma with carraway notes. Mildly unbalanced. Dry-sweetish licorice cinnamon and wooden carraway taste with perfumy notes. Taste is more harmonic than the aroma. Full-bodied. Some alcohol heat. Oily mouthfeel. Ver dry spicy cinnamon burnt something &#40;notes have open space here&#41; aftertaste. Very nice. &#40;0.355l bottle at Olympen, Oslo.&#41;",15
"Medium shiny brown head. Opaque black body. Rich milky chocolate aroma with vanilla oak notes and some earth and marzipan, velvety smooth. Sweetish earthy milky chocolate taste with hoppy alcoholic caramel and wood edge. Smooth, rounded, mild mouthfeel, despite the hop bite. Fullish body. Dry earthy roasty smoky aftertaste with cinnamon and plastic notes, quite bitter, but at exactly the right level to balance the beer. Amazing smoothness and richness. A fantastic beer. &#40;0.33l bottle at Olympen, Oslo.&#41;",17
"Biggish beige shiny head. Barely translucent dark red body. Sugary caramelly aroma with wooden licorice notes, very harmonic. Dry-sweetish milky licorice taste with roasty resiny notes. Thinnish body. Mild mouthfeel. Dry watery metallic roasty licorice aftertaste. Quite nice, but slightly watery. Could use a bit more body. Should probably be served at room temperature for best results. &#40;0.5l bottle, Olympen, Oslo.&#41;",12
"Medium offwhite head. Amber body with light carbonation. Floral raisiny aroma with honey and resin notes. Strong dry-sweet resiny floral taste with wooden notes. Fullish body. Smoothish, mild mouthfeel. Clean palate. Harmonic. Bitter floral metallic aftertaste with dandelion notes. Excellent&#033; Drinkable and balanced, yet full of flavour. &#40;0.5l bottle at Olympen, Oslo.&#41;",14
"Biggish offwhite lasting head. Coppery body with light carbonation. Sugary perfumy vanilla fudge aroma, vaguely artificial, with spicy notes. Dry caramel and intense artificial vanilla taste with roasty metallic notes. Unfresh, artificial palate. Mid-bodied. Buttery mouthfeel. Dry metallic roasty wooden aftertaste. Interesting but flawed because unbalanced and artificial. &#40;0.5l bottle, Tesco, London.&#41;",11
"Biggish offwhite shiny head. Coppery body with light carbonation. Caramelly vanilla aroma with wooden resiny notes. Dryish vanilla and caramel taste with metallic watery wooden notes. Thinnish body. Slightly watery mouthfeel. Dry vanilla and roasty wood aftertaste, sort of salty. Quite nice, but not very exciting. &#40;0.5l bottle, Tesco, London.&#41;",12
"Big offwhite shiny head. Chestnut brown body with carbonation. Floral tropical fruity hop aroma with citric notes. Dryish catty wooden chalky taste with citric dandelion notes. Mid-bodied. Astringent mouthfeel. Dry catty dandelion aftertaste with resin notes. Bitterness is somewhat harsh. Bet there is Simcoe in this. Also bet it's better fresh. Still, not bad. &#40;0.5l bottle, Drue & Vin, Svendborg. Batch #63.&#41;",12
"Biggish beige shiny head. Deep brown body with light carbonation. Sugary caramel aroma with chocolate, malts, and raspberry notes. Sweetish roasty deep caramel and roasted almonds taste with wooden raspberry notes. Clean palate. Mid-bodied. Smooth mouthfeel. Dry caramelly earthy wooden aftertaste with sugary metallic notes. Nice, harmonic, and highly drinkable. Faint astringency. &#40;0.5l bottle, Drue & Vin, Svendborg. Batch #71.&#41;",13
"Medium offwhite head doesn't last. Hazy deep yellow body with light carbonation. Banana, metal, and tropical fruit aroma with buttery syrup notes. Dry-sweetish chalky flat taste with tangy fruit notes. Buttery background. Mid-bodied. Dry dusty herbal aftertaste. Quite nice, but boring. Not sure if the problem is age, or bad storage, or what. &#40;0.5l bottle, Drue & Vin, Svendborg. Batch #60.&#41;",12
"Medium beige-brown head. Reddish brown body with light carbonation. Citric hoppy aroma with roasty malts and tropic fruit notes. Dry roasty dusty caramel taste with chocolatey notes. Thinnish body. Slightly watery mouthfeel. Dry roasty aftertaste. Quite nice, but perhaps a tad boring. &#40;0.5l bottle, Drue & Vin, Svendborg. Batch #69.&#41;",12
"Medium yellowish brown shiny head. Deep red body. Straw, oats, and tobacco aroma. Quite harmonic. Dry roasty wooden caramel taste with tobacco and oat notes. Some swetness, too. Sharpish mouthfeel. Mid-bodied. Palate dusty, dry, and light. Dry wooden resiny aftertaste with roasty metallic notes. Traces of rye, I think. Nice, delicate, subdued, harmonic. More like a lager in some ways. Wrote that in my notebook; now discover it actually is a lager. &#40;0.5l bottle, Café Trold, Svendborg. Batch #78.&#41;",13
"Medium beige-brown head. Dark brown nearly opaque body. Roasty chocolatey smoky rye and charcoal aroma. Sweetish-dry roasty dusty rye taste with smoky notes. Soft, wheaty mouthfeel. Mid-to-thin body. Dry citric coke and licorice aftertaste with earthy vaguely muddy notes. Kind of subdued, not too smoky, but good. &#40;0.5l bottle, Café Trold, Svendborg.&#41;",13
"Biggish coarseish brown head doesn't last. Opaque black body. Licorice and paint remover aroma with chocolate notes. Dry-sweetish chocolate taste with licorice and alcohol notes. Mid-to-thin body. Dry sooty metallic aftertaste with ink notes. Kind of a curate's egg, but in the end I didn't like it much. &#40;0.5l bottle, Dagli'Brugsen, Stenstrup.&#41;",9
"Medium brown lasting head. Opaque black body. Roasty milky pine needle aroma with citric hop notes. Dry burnt citric pine needle taste with milky sooty notes. Thinnish body. Dry metallic burnt aftertaste with coffee and pine needle notes. Quite nice, but a bit thin and dry. &#40;0.5l bottle, HJ Hansen, Odense.&#41; ",13
"Small white head. Pale yellow body with light carbonation. Fruity floral herbal coriander aroma with notes of some Asian spice I can't place. Honey, too. Harmonic, yet complex. Dry-sweetish strong floral herbal taste with honey and cinnamon notes. Mid-bodied. Clean, fresh palate. Dry herbal lemongrass aftertaste. Very nice and highly drinkable, as well as different. &#40;0.5l bottle, Dagli'Brugsen, Stenstrup.&#41;",14
"Medium beige lasting head. Dark red body with fast carbonation. Light nutty caramelly aroma. Dry-sweetish caramel and dusty roasty taste with faint acidic wooden tinge. Mid-bodied. Fizzy mouthfeel. Dry roasty cinnamon aftertaste. Quite nice, but boring. &#40;0.25l draft, Café Under Uret, Svendborg.&#41;",11
"Medium beige head. Deep amber body with light carbonation. Light caramelly herbal aroma. Dry earthy roasty herbal taste with dark syrup notes. Some sweetness, too. Mild mouthfeel. Rounded palate. Mid-to-full body. Quite dry, fairly unusual herbal aftertaste with caramel notes. The &quot;ahorn&quot; lends some interest, but other than that this is quite ordinary. &#40;0.5l bottle, Dagli'Brugsen, Stenstrup.&#41;",13
"Medium brown head. Nearly opaque dark red body. Faint fruity aroma. Very sweet syrupy caramelly taste with strawberry notes. Mild, smooth mouthfeel. Full-bodied. Syrupy mouthfeel. Dry candy and earth aftertaste with roasty notes. Strangely light and balanced, despite the strong sweetness. I quite liked it. &#40;0.33l bottle, found in fridge, Svendborg.&#41;",12
"Medium offwhite lasting head. Hazy amber body. Harmonic fruity honey aroma with citric hop notes. Dry-sweet honey and malts taste with biscuity rye notes. Mid-bodied. Smooth and rounded mouthfeel. Dry citric wooden aftertaste with floral notes. Very nice and highly drinkable. &#40;0.5l bottle, Café Wessel, Ringe. Batch #62.&#41;",13
"A gusher. Medium coarseish light brown head. Hazy opaque dark brown body. Syrupy roasty whisky aroma with chocolate notes. Intense alcoholic sweet Belgian licorice and spice taste with roasty acidic dark sugar notes. Some faint smoke and traces of honey, too. Full body. Considerable alcohol heat. Spicy seeds of paradise and cinnamon aftertaste with floral notes. Very nice. One of the best non-Belgian Belgians I've had. &#40;0.25l bottle, some wine store, Odense.&#41;",15
"Small offwhite head with larger bubbles doesn't last. Hazy brown body. Mild nutty chocolatey caramel aroma, very harmonic, with roasty notes. Dry-sweet syrupy caramel and earth taste with roasty chocolate notes. Full-bodied. Mild mouthfeel. Dry roasty caramel aftertaste with roasted almonds notes. Faint alcohol and caramelized sugar as well. Very nice. Harmonic and balanced. Powerful, yet drinkable. &#40;0.5l bottle, some wine store in Odense.&#41;",15
"Medium offwhite shiny head. Hazy yellow body with carbonation. Fruity spicy peppery aroma with herbal papery notes. Dry grassy herbal fruity taste with Belgian yeast and chalk notes. Also detect faint lemon, raspberry, and tropical fruit. Mid-to-thin body. Dry peppery grassy aftertaste with soft metal notes. Quite nice, certainly drinkable, but a bit boring. Could use more character. &#40;0.75l bottle, HJ Hansen, Odense.&#41;",13
