comments,ratings
"Honestly, I was actually hoping I wouldn't like this.  I already have too many Axe products -- various scents of anti-antiperspirants, shampoos, conditioner, 2-in-1 shampoo+conditioners, body washes, body scrubs, hair goos, you name it.  I am beginning to have more stuff in the bathroom than my wife ;-) I don't find the body washes and shampoos all that different, and I figured this might just be some ploy to repackage a similar formulation into a face wash.But, it's not.  Actually, I really do like it.  It is super concentrated.  A pea or bean sized amount is plenty to wash my face.  It is very gentle on my skin YET cleans it as well as the harsher body washes.  I even found it works well on ""delicate"" parts which can be irritated by harsher soaps.As for the packaging, I was a bit disappointed that 1/3 is filled with air.  Yes, just above the clear window of the bottle is where the contents stop.  But, no big. 5 oz is 5 oz.Regarding the scent, with a name like Chilled and menthol on the ingredients list, I was expecting a cheap overly minty/menthol smell.  Instead, it is definitely more herbal.  It contains a lot of plant extracts/botanicals.  The minty chill is barely noticeable to me.  I would almost describe it more of a salon kind of cucumber kind of smell.  It, therefore, feels and smells very luxurious.I have the dreaded ""combination"" skin with some oily, some dry, and some normal.  I felt this did a much better job at not making my face feel tight and dry (Winter cold air mind you) than the regular Axe body washes.So, looks like I will have another Axe product on the shelf...",5
"I have been using this for close to 10 years now. I don't plan on stopping anytime soon. My fiancee LOVES this smell on me so much, he is always happy with purchasing me a new bottle when I run out! I just LOVE it! Fragrance is lightly layered with flowers and hint of chocolate.",5
"I used some expensive serum that worked very well but I decided to try some cheaper ones to see if they would work the same so I can save some money. Oil of Olay never did anything to my face but since it is an ""more expensive"" product of this brand so I expect it would be good. Used the whole bottle but nothing happened. Face felt greasy like usual, spots didn't fade away, skin texture has no improvement. In short, nothing happened but not the worst thing I have tried. So I give it a 3 star. I don't think I will buy it again. Will try another brands",3
"These dried flowers are to big for nail art use.  They should be smaller and more defined in design.  When you put them on they take up the entire nail and then get mushy, so it does not look right at all. I say it is not a good use of your money.",2
"The Thera Pearl Eye-ssential Mask mimics the idea of &#34;peas&#34; (frozen peas in a bag) that can be used for a headache or sore eyes, puffiness.  The mask can be used in hot or cold mode but for me, cold is always when I opt for.  I placed mine in the freezer for three hours and this was enough time to bring it to a nice cool freeze.  The mask never turned &#34;frozen&#34; and was pliable the entire time.  I found that it stayed cool for about 30 minutes before it began to lose it's coolness.The mask is comfortable and effective for tired eyes or an achey head.  The elastic strap can be removed via a snap.  You can decide whether you want to use the strap or not.I received my mask as a sample for review.",5
This was much darker than I expected from the tiny pictures. I think it will work best in the colder months.,3
"I am a long-time fan of Dove Sensitive Skin bar soap.  I am of Swiss/Irish heritage and have the combination of light skin, blond hair, and red beard--at least it was red until it mysteriously changed to white.  Any deodorant that is not hypoallergenic causes me discomfort, changing soaps when washing clothes makes me itch, too much sun causes sun poisoning, and poison ivy sends me straight to the emergency room.  So I tend to stay with articles of personal hygiene that work for me.One day I noticed Dove Body Wash for Sensitive Skin and decided to give it a try.  Couldn't be much different from Dove bar soap, right?  And thankfully it isn't.  It is a nice thick body wash that soaps up well and is easy to rinse off.  I also often use it on my hair instead of some expensive shampoo that does the same job at a much higher cost.  That's a trick I learned from using the bar soap one day when there was no shampoo in the shower.So this stuff works great for me.  Keep your eye on the price difference between the bar soap and this body wash.  Sometimes the body wash works out to be cheaper per ounce than the bar soap.",5
"Unfortunately, I found it to be too good to be true. I thought this would be able to replace my morning shower, but I still find that I need to shower to make sure my hair does not look oily. However, this product is great at styling and could be used to give the impression that you just gelled your hair after a shower.",4
This is a very nice organic foundation.  This foundation is very smooth and creamy and perfect for dry skin.  I wouldn't recommend this on oily skin.  My daughter has severe acne rosacea and sensitive skin and she had no problem wearing this foundation.  The problem is that for her it didn't have enough coverage for her very red acne rosacea.  My daughter doesn't have the patience nor does she like to build the foundation for coverage.  I would definitely give this foundation a try.,5
"I have very sensitive skin and never could wear makeup. That is until about 8 years ago when I discovered Bare Minerals. It goes on smooth and makes your skin look radiant. It is so good for your skin you can even go to bed without taking it off. I love using the pink/red shadows on the lips then going over it with their clear gloss, makes a very pulled together look.So glad I found this. If you are sensitive give it a try.",5
"In Japan, lotion MEANS toner and milk MEANS the equivalent of American lotion. That's why it's so watery. Excellent product though and the toner (i.e. lotion) also contains Hyaluronic Acid so it too will be moisturizing...",5
I have used this twice with very great results.  The directions were excellent and I have achieved the results that I desired.  Just follow the directions and it will go smoothly.,5
Didnt like this foundation to pale and oily for my skin I wouldn't recommend this product especially if you have oily skin.,2
"It kind of runs in my eyes and I can not tell a big difference. It's better than some cheap ones that I've tried, but Strivectin is still my favorite.",3
"I was given samples of this sunscreen by my dermatologist to use before and after a laser-like procedure that caused my face to be super sensitive. I liked it a lot, was very gentle, unlike the better known national brand sunscreens for the face that I tried when I ran out of Vanicream. Having read about how good zinc oxide based sunscreens are for you, I bought more and decided to use it on my neck, arms and legs while playing golf last week. I guess due to the perspiration, it ran onto my clothes and I have not been able to get it out after 2 washings. You also have to wash well with soap and water to get it off your skin. This is not to knock the product - it is outstanding.",3
"OK this product came lightning fast!!!!  2 days ship time and making me smile!!!I recieved this product and was so so so excited to use it that I jumped in the shower about 30 minutes later and gave it a whirl.We have horrible well water where I live and my hair is dead and dry and literally feels like grass. I have been looking for a conditioner to soften and strengthen my hair.This product worked very very nicely. It smells nice too, a soft clean scent. It said to put a dime size amount in hair and let set for two minutes. My hair is below my shoulders so i increased the amount to 2 dime size dollops and waited about 5 minutes before rinsing and WOW WOW WOW, my new favorite conditioner BY FAR. My hair combed right through for the first time in maybe a year since we moved in to the worst well water house this side of the Mississippi!!! It dried much softer than it has since then as well. The smell didn't linger in my hair(although it was pleasant) and left no heavy residue either. I give this product a 5 star rating and do recommend it to anyone looking to revive their long lost beautiful hair again. The silkiness level of my hair from Adovia Mineral Skin Care's- Dead Sea Salt Deep Hair Conditioner, IS PHENOMENAL AND WILL NOT DISAPPOINT!!!",5
"I chose to try out this Clear Scalp & Hair scalp & hair oil to see if it would help with my flaky, dry scalp. I've always had dandruff and flaking issues, and have used other oils and creams in combination with dandruff shampoos in the past, with mixed results. I'm happy to report that this product seems to work pretty well. I use a decent sized amount (about the size of two quarters in your hand) and scrub it into my hair and scalp about 5 minutes before showering. I find that it really helps to loosen everything up to help the shampoo work more effectively.This is probably a product that's going to vary in effectiveness between different people and hair types. If you have thicker hair, you might find yourself needing to use more to see any benefit. Most people probably use this as a leave-in solution without washing it out right away - I personally can't see myself doing that because it is very greasy, and I don't use leave in oils or gels. Again, there are different uses and effectiveness for different people. At the low price, you can't really go wrong giving it a try. I'd recommend using a lesser amount first just to make sure your head isn't overly oily, and adjust as needed.",4
"Weird title, right? Lots of shampoos/conditioners have products that are intended to make your hair shiny and soft but will aggravate body acne. When you rinse off your hair all of those oils, waxes, and other baddies that make you locks look fabulous run down your back/body and clog up your pores. This line of products does a great job of keeping my chemically highlighted hair looking soft and manageable while not messing up my skin. Plus, it smells great too!",5
"I have been using this about once a week for the past couple of months.  I bought it to deal with a stubborn breakout on my upper chest that nothing would clear.  It didn't work overnight, but after a few applications, the skin is much clearer.  I also use it on my face.  It definitely helps to clear pores, but there are still some blackheads that won't go away.  It burns a lot for the first couple of minutes, but after that, I can easily tolerate it for ten or fifteen  minutes with no trouble and no ill effects.  My skin rarely peels afterward.  Occasionally I get slight peeling in the corners of my nose and mouth.  I haven't noticed any change in lines or wrinkles, but for dealing with acne or clogged pores, it is effective and worth a try.  Don't expect instant results, but with a little patience you will likely see signifi ant improvement.",4
If your thinking of getting these for wash cloths...DON'T.  If you want something thin and flimsy for a rag then go ahead and buy them.,1
I watched the infomercial and I thought I must try this to get that smooth silky hair. This product doesn't lather and doesn't remove oil from the hair enough. This would be a decent conditioner but not for a shampoo.,2
"Over the past year, I had gel french nails done bi-weekly in a salon, unfortunately, after about 1 year, my nails were burning, which I know is due to filing/sanding. I did tons of research and came up with a non-salon regimen that works for me. I use Hoofmaker Hand and Nail lotion, Nailtiques Plus 2, Zeva Crystal file, and Zeva Nail Brite. Finally, I use 2 different cuticle cream a few x's per day - Barielle cuticle cream. Barielle's cuticle cream dries nicely. All of this together has made a huge difference. I never thought it was possible to have natural nails that actually looked nice.",5
I love this lotion. It works great smekks good and makes my skin so soft. I noticed a difference in my tan the first time i used it. Ive used many different lotions but im going to stick with thus one.,5
It smells like a nursing home.  My mother uses it.  It smells horrible. I have to burn incense just to try to cover up the smell of it.,1
This is good quality make up but meant for younger skin as its got too much shininess to it. Fast service?,3
"My curly hair series dies detangle which makes styling easier the extra conditioning protects my locks from heat damage and knots. The scent is light and clean. I like using this product on wet, damp and dry stages.",3
The honey scent is very strong in this product. It has decent hold and helps with volume but I find myself with a headache if I wear too much because of the scent.,3
It's not much as i thought and the containers are so small this product will be gone before you know it.,3
"I like the  Toni and Guy Nourish shampoo and I think that this conditioner works well with it.The conditioner feels great. It spreads easily though the hair so you don't have to use too much. I leave it on a few minutes and rinse it out. The only downside is if you don't get it fully rinsed your hair will be quite sticky. But if you take a minute to rinse thoroughly, it leaves your hair soft and nice. My hair was easy to style. It wasn't weighed down at all.",4
"I ordered this eye cream for night use.  I'm in my early 30's and have noticed that my eye area has started to dry out.  The price of the cream is good for the amount of cream that you get, but it's very runny.  If I store the bottle on the lid as it is in the picture, when I remove the cap, the cream comes rushing out all over the place.  The cream does help to hydrate, but it's not hydrating enough for me.  I won't be reordering.",3
works alot better then the glue i was using. last pretty long and is super cost effective for us divas who need our lashes =],5
This hair spray mist doesn't leave your hair sticky and stiff.  What it does do is leaves your hair feeling soft.  Spray mist holds your style in place.  It doesn't have the aerosol smell that is so strong and over powering. It's good for the enviroment.  Will purchase the Giovanni Organic Styling Mist again and again.,5
"I have to admit I was initially amused when this product came onto the market. A ""manly"" shower loofah? Who would've thought of that? The folks at Axe. It all makes perfect sense now.The Axe ""Detailer"" Shower Tool has the looks of a car's radiator cap, and when you've got ""Tool"" in the name and the product looks like a car part, you have marketing genius at it's finest. It's actually more than just a novelty product for guys, though. It works fairly well in the shower and delivers on what it promises. It creates a good lather no matter what kind of shower gel you are using (not just Axe), and the scrubber side works well on rough elbows and feet.Overall, this nifty little product from Axe has the looks to appeal to men, and the results to warrant being kept as an every day shower tool.",4
"I've only had this a short while, so I'll be sure to update my review if anything changes after I've had this awhile.  So far, it works great!Be sure to peel off the protective sticker when you first get this; it's really thin, and I can see why a few reviewers missed it.  Once you fill it with water, it stays fogless, no matter how hot your shower is.I've already dropped it twice on my tile shower floor, and it hasn't cracked at all.Great buy!  I'm glad I picked this up.",5
"I really like the BH palettes - this one was a little smaller than I imagined, but still a decent size - the colors are very pigmented and last all day with primer.  I have only used it a few times, but I like it!",4
"I got this free to try. This can be used on your hair or skin and boy was this one good timing also.  Last week I used a deodorant I was very allergic too.  My underarms and the back of my arms broke out in a very dry and cracking rash.  I tried lotions and everything else I could think of, then this fantastic oil showed up.  I used it twice a day on my underarms and the back of my arms and after the first day could already tell a difference.  After about 3-4 days the dry spots were basically gone.  This was fantastic oil.  I am going to try on my legs next.  With the hot weather coming I am not going to have ashy legs this summer.",5
Good product for the price. Trick is to hold the dotting tool straight while dipping into polish. I like it.,5
"awesome, perfect case for nail stamping set. It is easy to carry and fit in almost any purse, at least that`s what my girlfriend told me. she really likes it.",5
"I bought this because of all the rave reviews... honestly its kindve average. The bristles are actually silicone so that was different. I compared this to my maybelline full n soft mascara... I dont think Im a fan of mascara, Ive sampled sheer cover mascara... I still have not found my mascara. The differeence I can see from the full n soft, is that with full n soft, after 2 layers, it starts to clump, but it looks natural, with just the 2... with this 2 layers is not enough, and as you keep putting on layers, they dont really clump, they looking fuller, but not longer... one day I will find my mascara, but this isnt it. Bonus it washes off real nice, no raccoon eyes after washing your face to clean up!",4
"this product does not smell. i ordered a different one once and it smelled like crap. very unhappy but this product i have purchased several times without any problems with smell. i use this on my ends of my hair and my entire face. great benefits to hair, nails and face",4
"When I first went natural, I spent a small fortune trying to find products that would do a myriad of different things for my dry, thirsty, unruly 3C hair(i.e. give my curls length, no frizz, shine, nice scent, not sticky, provide hold without stiffness, etc.). Well Africa's Best Kid's Organics Extra Virgin Olive Oil Plus Shea Butter Detangling Moisturizing Hair Lotion does it all AND is cheap to boot. Yes, it does a nice job of detangling on just washed & conditioned hair but there's another big plus. It's also perfect for both wet and dry braid outs. It keeps curls tamed but still gives my hair some freedom. It provides enough hold to keep my style in check without frizz and smells SO good. This lotion also ""plays nice"" with my other styling products (Vanilla Silk shine serum and Eco Styler Olive Oil Gel) so that when I need more hold and extra shine it doesn't make a big mess. I also don't need to use it every day to get a nice style. When I braid my hair for the night at the end of Day 2, I lightly spritz a little water mixed with my favorite hair oil, put a tiny bit of the lotion on my ends, and my curls stretch out more and more as the days go by (3 days max without a wash or I'll lose my mind!). I just hope this stuff stays on the market forever. Seems like the minute I find a product I love, some big wig decides to fix what ain't broke and I'm back to square one. So while it's here give it a try. At this price, you've got nothing to lose.",5
"If you look in a 10x mirror after using this, you will find clear, clean pores.  This is the kind of Ponds that doesn't feel thick, and has a mild scent. I have great skin and have been using Pond's products for decades.",5
"I was in need of a new nail drill, so I came on amazon and looked through a lot of them and I found this one and knew it was exactly what I wanted.",5
"I've been using this product on my 2 year old since he was several months old.  He was allergic to everything before this product.  It works really well and doesn't cause the eczema type rashes all the others caused. It is great and lasts a long time, unlike the cheaper knock off's.",5
I bought this during Christmas at a Dept store and spent way to much. I was so happy to see that Amazon carried this fragrance and it was priced very nice!,5
"Beautiful Barbie pink color.3 coats needed to achieve true color. Compliments any skin color. No shimmer, just opaque cr&egrave;me pink.",5
"Razor technology has reached a very high plateau with even the cheapest razors doing a fine job of removing unwanted body hair. These razors are upscale fancy ones, with extra blades a comfy grip and built-in  lotion/moisturizer. I found they worked well and gave me a nice smooth shave. Would I purchase them? Yes, but the price would have to be good. I prefer razors that are long-lasting with less plastic to go in the landfill. So far, this razor has stayed sharp and continuously given me a good shave- however they have more plastic than other cheaper razors, and I would prefer less plastic packaging to go in the landfill.Overall, nice product, will continue to use to see how they hold up.",4
They use this in my salon and I had to get some.  Not only does it dry fast it is very shiny.  I use it every couple of days to keep my manicure/acrylic nails fresh looking.  You don't need to pay the exorbitant cost of gel nails ($30 for plain in my area every two weeks)  if you put this over your regular polish frequently.,5
Perfect...as described and delivered quicklyRecommended for all who love gel nails.  The benefits of covering your skin while using the UV light are obvious. and...it makes nail care so much easier!,5
"I've used this product twice before and decided to buy my own from Walgreens for $4.99. It's a good product, it doesn't really have a smell to it and for the size of the bottle it's a good prize to me. Just follow the directions I normally leave it on my face for 20-30 minutes or until it turns light green. It's a little hard to get off so I would recommend you rinse your face several times with warm water then wash your face with soap. My face felt a little dry afterwards so I applied Lubriderm lotion to it and my face felt smooth. I noticed instead of my pimples being raised they were flat once I took the mask off. If you have time I would suggest you use once or twice a week or every night before you go to sleep or wake up in the morning.",5
This is really loved as all the colors look so real. it is a hard plastic and it have long durability,5
"Many different colors that all have glitter! You will be shinning every day. This works great with the Shany UV light. The outcome is great and it stays on for weeks without chipping. The only thing that I noticed was it was difficult to remove the glitter, you have to really scrub it off.",4
"This is by far my favorite B&B scent (I hate their vanilla scents and their fruity scents, they're too darn sweet smelling!) But this lotion isn't too sweet smelling at all.  It smells like lavender but with a more sophisticated scent .... it's hard to explain. I recommend this product hands down!",5
"My only complaint is that I use the concentrator attachment regularly and the attachment snaps on really loosely, so the concentrator (the attachment that you use to narrow the heat concentration) rotates and changes angle multiple times when I'm trying to blow my hair dry. It's pretty annoying, but I'm learning to deal with it. Overall, it was really cost effective and it's small so it will be good for traveling, and it's pretty powerful too.",3
It really was thick and did not go on as I had hoped....color good consistency was not asI had hoped.,1
I love this oil. I have very dry skin and hair and this along with a little glycerin in a bottle of filtered water creates the perfect moisturizing mist. I have naturally dry curly hair and this creates that seal unlike any other oil I ever use. Great for eyebrow and eyelash treatments also if they are thin or thinning! Only need a little as castor oil is very thick and sticky. But this bottle has lasted me forever and I highly recommend it.,5
I love this product and everything about it. It was smaller than I had thought but its so cute that it is worth every penny; and I'm not just saying that becuase it also works great. I have tried one image on each plate and they came out very good.,5
"I love this stuff! I apply to damp hair and then brush, then braid. my hair. Leave in, it has made a HUGE difference in frizz, health, etc....LOVE THIS!",5
"This face wash has very short ingredient list. It is great for sensitive skin. It doesn't leave tight dry skin for sure. It takes a bit to wash it off, it has weird thick texture (hard to describe).To my surprise it actually did good job in removing my face make up (not so much eye make up), so two thumbs up for that.",4
"I use this product everyday.  I color my hair and it has gotten coarser and frizzier with age.  This product calms my hair down and makes it sooooo soft.  My hairdresser gave me the tip of applying it before I color (diy) to help condition my hair and make it easier to comb the color through.  It also makes it easier to get the color off the skin around the hair line.  A little goes a long way, so I don't have to feel guilty for indulging in this product!",5
This highlighter is great for darker skin tones since it has a gold sheen/undertone. Also perfect when used with browns or neutral shades of eye shadow.,5
"I really did not see any benefit from this product- while it was easy enough to use, the smell was not so great (not overwhelming either) and for the size, it was overpriced.",2
I liked this spray but it was different then what expected I used the st topez along with it so I got really go results but I feel this product by itself would not have been excellent,3
"As long as you cut the &#34;stringy&#34; ends off, they work just fine. They do not come with glue. Over all I am pleased.",4
"My hair has been dried, fried and frizzy lately, so I picked up a bottle of this at the drugstore. For extra conditioning, I slathered it on and tied my hair in a ponytail and gave it an hour to soak in. After I washed and conditioned my hair, I applied some of this and I have to say it feels awesome. I love the coconut scent, and my hair feels a lot healthier and less snarly and tangled, but it doesn't feel greasy or coated. Plus it's a decent price, too. I'm much happier with this than more expensive products I've bought in the past.",5
I wish I had read the reviews better.  This is not made for my hair type.  I was over moisturized and super greasy.,3
Not completely natural but it is healthier than other shower gels. This doesn't lather very well. The scent is light and sweet. I wouldn't repurchase this because there are better options out there.,4
"This product is far superior to the other brand which makes a similar product, and cheaper. Medicine Mama's product had a superior consistency (creamy and easily spreadable) and has less of a beeswax smell. This &#34;bee cream&#34; is amazing for dry feet, nighttime face moisturizer, and general deep moisturizer.  It's best used in winter or for VERY dry skin. I love that it also comes in a stick for use on-the-go. Love it!!",5
"I got this for my daughter, but I wish I'd kept it for myself.  My hair is very thick, very coarse, very frizzy, and a few inches below my shoulders.  It's dyed but about 50% gray naturally, and gray hair is even frizzier and harder to straighten.  I'd always used a 1&#34; straightener, which took forever.  The 2&#34; works so much better on my challenging hair, getting the job done in much less time, and it lasts a long time, too.  Also I love the temperature adjustments.  Most flat irons won't go above 390 degrees.  Make sure you use heat protector on your hair or it will definitely get fried!  And the automatic shut-off will be a live saver (perhaps literally), as I am known to forget to turn off my flat iron on a regular basis.In the past I have used a Chi and currently use the very pricy GHD which I bought only a year ago, but I'm thinking I will have to bite the bullet and get one of these Remingtons for myself.",5
All these colors are frosty shiny - see far away lip colors! Wow! As a cougar myself I don't know how many of us wear frosty glow in the dark colors of the 70's / 80's. I wear them at home - never out... it would seem like I was trying to be 17 again. Pretty colors tho....,3
"wrong color. Impossible to match with your hair. There is no universal color guide listed, like everyone know 1 is jet black, 2 is off black and so on...",1
"These bows are SO cute.  I received them earlier than I thought I would, and that was a major plus.  The bows are really similar to the Hello Kitty style bows.  There's a wide variety of colors and they are just so adorable.",5
"this is a great little wheel, fits in the palm of my hands, I have medium sized hands. great combination of colors. Easy to use and with the way the wheel works shouldn't spill too easily.",5
"This was such a great deal , and i know i will be purchasing other products in the near future",5
"I can't believe how amazing this is. I've tried several different lotions and creams and can't find the cure for my dry cracked hands. Not only does winter make me dry out rapidly but working at a restaurant I wash my hands hundreds of times a day and my hands hurt.I have a couple thinner lotions so they dry quicker and I make sure they're non scented but they burn for the first few mins! They help but nothing to brag about. I read a review by a man that had dry cracked hands. Worked with his hands a lot and washed a lot as well said in 2 applications  it fixed his problem.I figured why not?! I found this product in store but smaller. Kind of tired spending 7-15 bucks on something I don't use. Bought the tiny, in your purse kind. I've used it twice. LOVE IT!!My hands were rough,cracked, bleeding.. Just ow..There's no fragrance. It's light weight, dries quick, not expensive and works the best in the 7 I have.I can't brag this up enough!",5
Just makes ya want to wash your face! I use a buff puff and a small amount of scrub. Ever so gently wash my face and the result is just radient! You'll love it.,5
"Hyaluronic acid is known for it's effects on skin, and, to the best of my knowledge, this particular brand of hyaluronic acid serum is the best available.  Pump a small amount into your hand and smooth it on your clean face.  If you're like me, you'll see significant improvement in the quality of your skin in a couple of weeks.  Pore size is reduced, and fine lines are smoothed away.I love it, and I'm delighted to recommend it to others.  Not just for women, everyone who wants smoother, glowing skin can benefit from this acid.  Give it a try.Five Stars!",5
"I'm not sure it's possible to combine anti-aging with exfoliation, but this product does not do it very well.  It foams and washes my face, but does not really exfoliate that well.",3
I did receive this product for free but that does not mean that I do not love it! It really works!,5
"I loved the fact that this conditioner doesn't have parabens or dyes.  Also, the smell is rather subtle (I'm not a big fan of strongly perfumed conditioners) and the liquid is thin enough not to clog my shower dispenser, which is what happened when I used tubes of Dove Nourishing Oil Care Daily Treatment Conditioner (it was too thick).As other reviewers have said, the packaging is a little strange in that the opening of the bottle is on the bottom rather than the top.  However, this is ideal for not having to squeeze the bottle for conditioner - it's easier to pour out from the bottom though you have to be careful to wipe away the excess and keep the cap firmly closed, since it will keep dripping downwards.Unfortunately, this conditioner is not as effective as others that I've used that give your hair some weight and body. In fact, the product description itself implies this: &#34;For longer lasting volume use with Natural Infusion All Day Body Leave-In Foam&#34;. I don't like products that suggest you use other products to supplement it, esp. volume when most conditioners offer this.So, while I really wanted to like this product, I have to say it's best for people who have thick hair and want to have less frizz and smoothness. If you have smooth, straight hair like mine that tends to be limp without extra help, I suggest looking elsewhere.",3
"I love this product.  I really love all the Fekkai products, but given their outrageous prices...I can't justify buying them.  My only exception is this product.  Even though this is expensive also, I find that a little goes a long way so a tube of this product lasts a long time.  I have shoulder length hair and only need about a pea size amount each day.  This cream also smells amazing!  It leaves my hair soft and shiny and more easily styled.  This product is worth the money to me.",5
"Suave Kids 3 In 1 Shampoo Conditioner and Body Wash, Pineapple, 22.5 OunceI got this to keep for when my grandchildren visit me.It seems to work just fine.  I suppose if you wanted to buy each type of product individually you might do better.To me, it was important not to have three different bottles to store and keep track of.I like the product.Gunner  February, 2014",4
I have long hair down to my waist and its fine and frizzy. I don't like to use a lot of product in my hair. I only use leave in conditioner and hairspray. This Fekkai leave in conditioner is light and leaves my hair fresh smelling and smoothes out the frizziness. I only condition the ends because I don't like my hair weighted down.,5
very impressed with the quality of brushes so far.gives a really nice finish to foundation etc.does not shed! yay!,4
Like a lot of women who wear wigs I have short hair so Trying to pull my hair through the small hole was a pain in the butt. Then my hair would stick up out of it and it would take 20 mins just to get in on comfortable! Such a pain! Tossed it right in the trash after 3 uses!,2
"I do not have sensitive skin & generally am able to use all kinds of beauty products.This little hand-held sonic power cleanser is a pretty nice tool - it is waterproof, so can be used in the shower, it seemed to do a good job getting makeup off of my face, and it was not big or bulky.I have a little trouble getting around cheekbones because the unit doesn't bend with my face, and I wish the built-in soap were a little gentler (or if the manufacturer offered a sensitive skin replacement soap pad in addition to the 2 choices currently offered).However, for the price of the device, it does an effective job.  It is a good starter for a teenager.",4
"I love this stuff! I use it on my cuticles when they're looking dry, and after I've let the oil soak in for a night, my nails and cuticles look like I've just had a manicure! I put some in my hair when the ends are looking dry, sparingly right out of the shower, or in larger quantities as an overnight treatment. Really softens up dead ends and has hair feeling much softer and looking healthier and shinier. I even use this on my oily, acne prone skin. When it's feeling parched, I'll put it on overnight over my moisturizer, or during the winter I'll mix a drop in with my moisturizing gel and my skin feels incredibly soft and quenched. Unlike any other lotion I've used! Even oily skin can feel dry, if that makes sense, and this takes care of it without making me more oily or causing breakouts. There are probably a million other uses for this but these are mine and I love it! Have repurchased once and plan on repurchasing again when I run out!",5
"I bought the starter kit from Sally's last night and wow! It is by far the easiest way to get perfect spiral curls from root to tip. I've gotten compliments all day today.I have long (between my shoulder blades when straightened) natural hair (mostly 3A, my texture varies) and even as a wet set it still produced smooth bouncy curls. I did use a setting lotion and sat under the dryer a little before finally sleeping in them, which wasn't that bad.They're so much easier to use than traditional plastic rollers but it does take some practice, especially when working the odd spots on your head.The starter kit was long enough for my hair although a couple pieces poked out of the end a little. Wasn't an issue though, I just pulled down a little further from the root to accommodate or left it alone if it wasn't sticking out too much. The 40 rods plus 6 shorts in the kit are plenty if you plan well. I sectioned into fours and tried to be sure 10 was my max for each section. I may pick up another add-on pack just so I won't have to keep thinking about how many I have left.In terms of cons, you can't really tell when they're dry since the hair is inside the roller. So if you're doing a wet set, give yourself enough drying time.Secondly, OUCH! if you don't have the hook just right on your hair it will tangle in already curly hair, so if it gets off as you start to pull it hurts like the dickens! But that gets better with practice. Once you get the technique down, it's actually fun! The swoosh snap was like ""Yay! I got it!""Lastly, take care when pulling them out. The little rubber ends are what provides good grip and keeps the roller close to the root, BUT if you just grab and yank, especially when wet, it grabs and yanks your hair too. Learned that lesson after sacrificing a small lock of hair.BUT don't let that scare you. Just learning curves I won't have to repeat and were totally worth the results! LOVE THEM LOVE THEM LOVE THEM!",5
"I love lip stains!  I can use them in the morning and am pretty much good to go the rest of the day.  I was so excited to try these, but I was a bit disappointed.  First of all, they are drying.  I must use a moisturizing lipstick over the top which defeats the purpose.  They are touted as a balm, but I see nothing soothing about them. Minty?  Hmmmm.....not so much.  The brighter colors do a little better as a stain; the paler shades are extremely light.  I bought 5 in a bundle so I have used a variety of shades.  I won't purchase these again.",3
"I received this product in exchange for my honest review. It has a wonderful ingredient list! Has a strong scent, but I kind of like it. Cooling & tingling sensation make it feel like it's working. Easy to use and will last quite a while",5
Love this makeup.  Great to put in your purse.  Colors are nice especially for brown eyes.,5
"I love RevitaVie! I'm 54 and I felt like the skin on my face and neck were being nourished. I've never used a Vitamin C serum before, and this felt wonderful on my skin. It also has a very lovely scent! I'm looking forward to having younger looking skin. :) Thanks, summer59",5
"LAVO Volcanic Mud Mask has the clean, natural scent of eucalyptus and sage and a delightfully silky texture that feels very pleasant when applied to the skin.  It can be used on the whole face for a spa experience and also used more frequently to treat just trouble spots.The mask is a taupe color in the jar and dries much lighter to a fine powder that is easy to rinse away.  It cleans, conditions, and moisturizes the skin, leaving it feeling soft and fresh and temporarily reducing the appearance of fine wrinkles.I always feel so pampered when using a facial mask and the quality of this one adds to that sensual experience.Ingredients:  Diatomaceous Earth, Fullers Earth, Kaolin, Glycerin, Aloe Vera Gel, Zinc Oxide, Sodium Alginate, Allantoin, Guar Gum, Sage Oil, Eucalyptus Oil, Tocopheryl Acetate (Vitamin E), Phenoxyethanol, Potassium Sorbate.LAVO provided a sample for evaluation and review.",5
"loved!! the way it made my extensions feel and it smells amazing, however i didnt notice a difference on my hair",3
Comes with a nice hemp bag and the brushes are outstanding! I've used animal hair brushes and this are so much better.,5
I love this silicone mat to place my iron curling on it. It's quit ok fr me but the shipping price is a little bit too high .,5
"This makeup remover smells very strongly of unpleasant chemicals that gives you the feeling of a rash just by smelling it. It also doesn't get eyeliner off very well and you have to scrub which obviously irritates and reddens your skin. If you get it in your eye it doesn't sting, so that's good. Also, the box can be reused. Allover, 3 stars!",3
